,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
40,Tata ALTROZ,Tata,2025,9104,Petrol,Manual,12445,705000.0,1,Surat
41,Mahindra Thar,Mahindra,2021,63814,Diesel,Auto,16951,990000.0,5,Surat
42,Maruti Swift Dzire,Maruti,2015,90585,Petrol,Manual,8222,312000.0,11,Surat
43,Hyundai Elite i20,Hyundai,2014,107792,Petrol,Manual,11131,335000.0,12,Surat
44,Maruti Alto 800,Maruti,2014,83005,Petrol,Manual,4251,128000.0,12,Surat
45,Tata TIGOR,Tata,2022,48761,Petrol,Auto,9007,509999.99999999994,4,Surat
46,Maruti BREZZA,Maruti,2023,29442,Petrol,Manual,14123,825000.0,3,Surat
47,Mahindra XUV500,Mahindra,2017,94939,Diesel,Manual,10846,488000.0,9,Surat
48,KIA SONET,KIA,2021,94136,Diesel,Auto,12004,680000.0,5,Surat
49,Hyundai New Elantra,Hyundai,2012,87134,Diesel,Auto,12004,285000.0,14,Surat
50,Maruti Alto,Maruti,2019,97707,CNG,Manual,5001,256000.0,7,Surat
51,Volkswagen Polo,Volkswagen,2016,129229,Petrol,Auto,8570,385000.0,10,Surat
52,Honda WR-V,Honda,2020,86870,Diesel,Manual,9647,546000.0,6,Surat
53,Hyundai Grand i10,Hyundai,2015,53419,Diesel,Manual,10303,310000.0,11,Surat
54,Maruti Alto 800,Maruti,2019,30088,Petrol,Manual,4325,245000.00000000003,7,Surat
55,Maruti Eeco,Maruti,2018,32318,Petrol,Manual,5773,327000.0,8,Surat
56,Hyundai Elite i20,Hyundai,2019,54982,Petrol,Manual,8032,455000.0,7,Surat
57,Hyundai Grand i10,Hyundai,2017,107596,CNG,Manual,7984,303000.0,9,Surat
58,Honda Amaze,Honda,2013,76793,Petrol,Manual,10356,220000.00000000003,13,Surat
59,Maruti Alto,Maruti,2019,57853,Petrol,Manual,3967,225000.0,7,Surat
60,Honda City,Honda,2015,82525,Petrol,Manual,9217,350000.0,11,Surat
61,Renault Kwid,Renault,2022,16733,Petrol,Manual,5384,305000.0,4,Surat
62,KIA SONET,KIA,2022,22105,Petrol,Manual,12357,700000.0,4,Surat
63,Hyundai Grand i10,Hyundai,2015,78834,CNG,Manual,15319,325000.0,11,Surat
64,KIA SELTOS,KIA,2023,28939,Petrol,Manual,16951,990000.0,3,Surat
65,Jeep Compass,Jeep,2019,70805,Petrol,Auto,15239,890000.0,7,Surat
66,Hyundai Creta,Hyundai,2019,76152,Petrol,Auto,13681,775000.0,7,Surat
67,Maruti IGNIS,Maruti,2022,41422,Petrol,Manual,7707,437000.0,4,Surat
