,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
45,Hyundai Grand i10,Hyundai,2015,15108,Petrol,Manual,7841,298000.0,11,Jaipur
46,Honda Amaze,Honda,2014,82448,Petrol,Manual,7971,240000.0,12,Jaipur
47,Tata Harrier,Tata,2022,60641,Diesel,Auto,23150,1352000.0,4,Jaipur
48,Maruti Celerio,Maruti,2021,68756,Petrol,Auto,7149,405000.0,5,Jaipur
49,KIA SONET,KIA,2020,59261,Petrol,Auto,11474,650000.0,6,Jaipur
50,Toyota Glanza,Toyota,2019,53194,Petrol,Manual,8738,495000.0,7,Jaipur
51,Hyundai Verna,Hyundai,2023,24896,Petrol,Manual,17715,1035000.0,3,Jaipur
52,Hyundai NEW I20,Hyundai,2023,39600,Petrol,Manual,10415,590000.0,3,Jaipur
53,Maruti Ciaz,Maruti,2017,96404,Diesel,Manual,10015,450000.0,9,Jaipur
54,Renault TRIBER,Renault,2020,61393,Petrol,Manual,7177,407000.0,6,Jaipur
55,Hyundai Elite i20,Hyundai,2020,38720,Petrol,Manual,8650,490000.00000000006,6,Jaipur
56,Hyundai NEW I20,Hyundai,2020,66458,Petrol,Manual,9091,515000.00000000006,6,Jaipur
57,Ford Ecosport,Ford,2018,142097,Diesel,Manual,11456,515000.00000000006,8,Jaipur
58,Hyundai Grand i10,Hyundai,2017,80359,Petrol,Manual,6608,338000.0,9,Jaipur
59,Volkswagen Vento,Volkswagen,2017,99230,Diesel,Auto,10496,472000.0,9,Jaipur
60,Honda Amaze,Honda,2014,63777,CNG,Manual,24433,275000.0,12,Jaipur
61,Maruti IGNIS,Maruti,2018,55687,Petrol,Manual,6620,375000.0,8,Jaipur
62,Volkswagen Vento,Volkswagen,2018,131512,Diesel,Auto,11016,495000.0,8,Jaipur
63,Honda City,Honda,2019,54188,Petrol,Auto,9744,552000.0,7,Jaipur
64,Tata TIAGO NRG,Tata,2022,32601,CNG,Auto,10150,575000.0,4,Jaipur
65,Skoda SLAVIA,Skoda,2022,75166,Petrol,Manual,12803,725000.0,4,Jaipur
66,Maruti Vitara Brezza,Maruti,2022,56114,Petrol,Manual,11298,640000.0,4,Jaipur
67,KIA SONET,KIA,2023,19847,Petrol,Manual,14040,819999.9999999999,3,Jaipur
68,Tata NEXON,Tata,2018,96091,Petrol,Manual,7414,420000.0,8,Jaipur
69,Hyundai Eon,Hyundai,2015,68938,Petrol,Manual,5398,204999.99999999997,11,Jaipur
70,KIA SONET,KIA,2021,66722,Petrol,Manual,11474,650000.0,5,Jaipur
